,Пол,Семейное_положение,Возраст,Высшее_образование,Профессия,Опыт_работы,Уровень_расходов,Размер_семьи,Анонимная_категория,Целевая_категория
3403,1,1.0,81,0.0,7.0,0.0,1,2.0,4.0,1
3554,0,1.0,81,0.0,6.0,0.0,1,2.0,6.0,1
3791,0,1.0,81,1.0,6.0,0.0,1,2.0,6.0,1
4217,1,1.0,81,0.0,3.0,1.0,3,1.0,6.0,1
4859,0,1.0,81,1.0,6.0,0.0,2,2.0,6.0,1
6210,0,1.0,81,0.0,6.0,0.0,1,2.0,6.0,1
6385,1,1.0,81,0.0,6.0,1.0,1,2.0,6.0,1
7704,0,1.0,81,1.0,6.0,1.0,1,2.0,6.0,1
5508,1,0.0,82,1.0,6.0,1.0,3,2.0,4.0,1
255,0,1.0,82,0.0,6.0,0.0,2,2.0,6.0,1
944,1,1.0,82,1.0,6.0,1.0,1,2.0,6.0,1
1631,1,1.0,82,1.0,6.0,5.0,1,2.0,6.0,1
1977,1,1.0,82,1.0,6.0,1.0,3,1.0,6.0,1
2237,0,1.0,82,0.0,6.0,0.0,3,1.0,6.0,1
2908,1,1.0,82,1.0,6.0,7.0,3,1.0,6.0,1
3358,1,1.0,82,0.0,6.0,0.0,1,2.0,6.0,1
4062,1,1.0,82,0.0,6.0,1.0,1,3.0,6.0,1
5335,1,1.0,82,1.0,6.0,1.0,3,1.0,6.0,1
5753,1,1.0,82,0.0,7.0,1.0,1,4.0,4.0,1
5783,0,1.0,82,1.0,6.0,1.0,3,1.0,6.0,1
6113,1,1.0,82,1.0,6.0,0.0,3,1.0,4.0,1
6801,1,1.0,82,0.0,6.0,1.0,1,2.0,6.0,1
7025,0,1.0,82,1.0,6.0,1.0,1,2.0,6.0,1
7447,0,1.0,82,0.0,6.0,0.0,1,2.0,6.0,1
345,0,1.0,83,1.0,6.0,0.0,3,3.0,6.0,1
603,0,1.0,83,0.0,6.0,0.0,3,2.0,6.0,1
1028,0,1.0,83,1.0,1.0,0.0,1,2.0,6.0,1
1263,1,1.0,83,0.0,6.0,1.0,3,1.0,6.0,1
1614,0,1.0,83,1.0,6.0,1.0,1,2.0,6.0,1
3795,1,1.0,83,1.0,6.0,1.0,1,2.0,6.0,1
6469,1,1.0,83,1.0,1.0,2.0,1,2.0,6.0,1
6565,0,1.0,83,1.0,7.0,1.0,1,3.0,6.0,1
6674,1,1.0,83,1.0,7.0,0.0,1,2.0,6.0,1
7429,0,1.0,83,1.0,6.0,1.0,3,1.0,6.0,1
7608,1,1.0,83,0.0,6.0,1.0,3,1.0,6.0,1
1098,0,1.0,84,1.0,1.0,1.0,1,2.0,6.0,1
1171,1,1.0,84,0.0,6.0,1.0,3,1.0,6.0,1
1823,0,1.0,84,1.0,6.0,3.0,1,2.0,6.0,1
1984,1,1.0,84,0.0,6.0,1.0,1,2.0,6.0,1
3077,1,1.0,84,0.0,6.0,1.0,3,1.0,6.0,1
3429,1,1.0,84,0.0,6.0,0.0,1,2.0,6.0,1
3448,1,1.0,84,1.0,6.0,0.0,1,2.0,6.0,1
4039,1,1.0,84,1.0,6.0,0.0,3,3.0,6.0,1
4606,1,1.0,84,0.0,6.0,1.0,1,2.0,6.0,1
4756,1,1.0,84,0.0,6.0,1.0,3,1.0,6.0,1
6248,0,1.0,84,1.0,6.0,1.0,3,1.0,6.0,1
7319,1,1.0,84,0.0,6.0,0.0,3,1.0,6.0,1
7398,1,1.0,84,0.0,6.0,1.0,3,1.0,6.0,1
3180,0,0.0,85,1.0,6.0,0.0,3,3.0,6.0,1
186,0,1.0,85,0.0,6.0,0.0,3,3.0,6.0,1
732,1,1.0,85,1.0,1.0,1.0,1,4.0,6.0,1
762,0,1.0,85,1.0,6.0,0.0,1,2.0,6.0,1
4330,0,1.0,85,1.0,6.0,0.0,1,2.0,6.0,1
5454,1,1.0,85,1.0,6.0,1.0,3,1.0,6.0,1
6412,1,1.0,85,1.0,6.0,1.0,1,2.0,4.0,1
7357,0,1.0,85,1.0,1.0,1.0,3,2.0,6.0,1
7856,1,1.0,85,1.0,1.0,1.0,3,1.0,6.0,1
4738,0,0.0,86,1.0,6.0,1.0,3,1.0,6.0,1
1258,1,1.0,86,1.0,6.0,1.0,1,2.0,6.0,1
2826,1,1.0,86,0.0,6.0,2.0,2,2.0,6.0,1
2956,1,1.0,86,1.0,1.0,0.0,3,2.0,6.0,1
3355,1,1.0,86,1.0,6.0,0.0,3,2.0,6.0,1
3879,1,1.0,86,0.0,6.0,13.0,3,1.0,6.0,1
4237,0,1.0,86,0.0,6.0,1.0,1,2.0,6.0,1
4411,0,1.0,86,0.0,6.0,0.0,1,2.0,6.0,1
4986,1,1.0,86,1.0,6.0,0.0,3,1.0,6.0,1
6865,1,1.0,86,0.0,7.0,0.0,1,2.0,6.0,1
1246,1,0.0,87,0.0,6.0,1.0,3,1.0,6.0,1
5024,0,0.0,87,0.0,6.0,1.0,3,2.0,6.0,1
656,1,1.0,87,0.0,7.0,1.0,3,2.0,6.0,1
1896,0,1.0,87,1.0,6.0,1.0,1,2.0,6.0,1
3671,1,1.0,87,0.0,7.0,1.0,1,2.0,6.0,1
3776,0,1.0,87,0.0,3.0,1.0,1,3.0,6.0,1
3878,0,1.0,87,0.0,6.0,1.0,3,1.0,6.0,1
5755,1,1.0,87,1.0,6.0,0.0,1,2.0,6.0,1
5854,1,1.0,87,0.0,1.0,1.0,3,1.0,6.0,1
6194,0,1.0,87,0.0,6.0,0.0,3,1.0,4.0,1
6336,0,1.0,87,0.0,1.0,0.0,3,1.0,6.0,1
6990,0,1.0,87,1.0,6.0,0.0,1,2.0,6.0,1
7102,1,1.0,87,1.0,6.0,0.0,1,2.0,6.0,1
7424,0,1.0,87,1.0,6.0,0.0,1,2.0,6.0,1
699,1,1.0,88,0.0,7.0,0.0,3,1.0,6.0,1
2096,1,1.0,88,0.0,6.0,0.0,3,1.0,2.0,1
2531,0,1.0,88,1.0,6.0,1.0,1,2.0,6.0,1
3490,1,1.0,88,0.0,6.0,1.0,3,1.0,6.0,1
4303,1,1.0,88,0.0,6.0,1.0,1,3.0,6.0,1
5150,1,1.0,88,1.0,6.0,0.0,1,2.0,4.0,1
5157,1,1.0,88,1.0,6.0,1.0,3,1.0,6.0,1
5651,1,1.0,88,1.0,6.0,0.0,1,2.0,6.0,1
5924,1,1.0,88,0.0,6.0,1.0,3,1.0,6.0,1
6855,1,1.0,88,1.0,6.0,0.0,1,2.0,6.0,1
7176,1,1.0,88,1.0,6.0,0.0,3,1.0,6.0,1
6075,1,0.0,89,1.0,1.0,1.0,3,1.0,6.0,1
321,1,1.0,89,1.0,6.0,13.0,3,1.0,6.0,1
1642,0,1.0,89,0.0,6.0,3.0,1,2.0,6.0,1
1661,0,1.0,89,0.0,6.0,1.0,1,2.0,6.0,1
2488,0,1.0,89,0.0,6.0,0.0,1,2.0,6.0,1
2539,0,1.0,89,0.0,6.0,0.0,1,2.0,6.0,1
3068,0,1.0,89,1.0,6.0,1.0,1,3.0,6.0,1
3259,0,1.0,89,1.0,6.0,1.0,1,2.0,6.0,1
3526,1,1.0,89,1.0,7.0,3.0,3,3.0,6.0,1
3669,0,1.0,89,1.0,6.0,2.0,3,1.0,6.0,1
3911,0,1.0,89,0.0,6.0,1.0,1,2.0,6.0,1
4179,1,1.0,89,0.0,6.0,0.0,3,1.0,6.0,1
4293,1,1.0,89,0.0,7.0,0.0,1,2.0,6.0,1
4915,0,1.0,89,1.0,6.0,1.0,3,2.0,6.0,1
5485,1,1.0,89,1.0,5.0,1.0,3,1.0,6.0,1
5791,0,1.0,89,1.0,3.0,6.0,2,4.0,2.0,1
7262,1,1.0,89,0.0,6.0,0.0,3,4.0,6.0,1
1566,1,0.0,18,0.0,5.0,1.0,3,6.0,6.0,2
2044,0,0.0,18,0.0,8.0,9.0,3,5.0,3.0,2
3730,0,0.0,18,0.0,3.0,1.0,3,7.0,2.0,2
7493,0,1.0,18,0.0,1.0,1.0,1,7.0,1.0,2
2452,1,0.0,19,0.0,1.0,9.0,3,7.0,7.0,2
6157,1,0.0,20,0.0,8.0,0.0,3,3.0,3.0,2
6357,0,0.0,20,0.0,3.0,0.0,3,6.0,2.0,2
6884,0,0.0,20,0.0,8.0,1.0,3,3.0,3.0,2
7890,0,0.0,20,0.0,3.0,1.0,3,5.0,2.0,2
249,0,0.0,21,0.0,4.0,0.0,3,5.0,2.0,2
3254,1,0.0,21,0.0,8.0,7.0,3,3.0,6.0,2
5917,1,0.0,21,0.0,8.0,1.0,3,5.0,6.0,2
1603,1,1.0,21,0.0,2.0,1.0,1,8.0,4.0,2
318,0,0.0,22,0.0,8.0,0.0,3,1.0,5.0,2
1838,1,0.0,22,0.0,5.0,0.0,3,4.0,6.0,2
3250,0,0.0,22,0.0,5.0,1.0,3,4.0,7.0,2
5177,0,0.0,22,0.0,5.0,3.0,3,2.0,4.0,2
3361,1,1.0,22,0.0,5.0,2.0,1,9.0,4.0,2
1656,0,0.0,23,0.0,9.0,0.0,3,5.0,5.0,2
2588,0,0.0,23,0.0,4.0,1.0,3,4.0,6.0,2
5079,1,0.0,23,0.0,5.0,0.0,3,5.0,6.0,2
5359,1,0.0,23,0.0,5.0,0.0,3,4.0,6.0,2
6084,0,0.0,23,0.0,6.0,0.0,3,6.0,3.0,2
6279,0,0.0,23,0.0,8.0,0.0,3,4.0,3.0,2
7116,0,1.0,23,0.0,2.0,7.0,1,2.0,6.0,2
227,1,0.0,25,1.0,2.0,1.0,3,4.0,4.0,2
264,0,0.0,25,0.0,9.0,1.0,3,7.0,4.0,2
648,0,0.0,25,1.0,2.0,1.0,3,3.0,6.0,2
1153,0,0.0,25,0.0,2.0,1.0,3,5.0,6.0,2
1222,0,0.0,25,1.0,2.0,0.0,3,3.0,5.0,2
1390,1,0.0,25,0.0,2.0,0.0,3,3.0,4.0,2
2402,0,0.0,25,0.0,8.0,0.0,3,7.0,2.0,2
2915,0,0.0,25,0.0,2.0,1.0,3,5.0,4.0,2
2923,0,0.0,25,1.0,1.0,1.0,3,5.0,4.0,2
3124,0,0.0,25,0.0,5.0,0.0,3,3.0,6.0,2
3301,0,0.0,25,0.0,8.0,1.0,3,4.0,4.0,2
3607,0,0.0,25,1.0,1.0,1.0,3,1.0,6.0,2
3900,0,0.0,25,0.0,5.0,1.0,3,3.0,6.0,2
4147,0,0.0,25,0.0,4.0,5.0,3,3.0,4.0,2
4529,0,0.0,25,1.0,1.0,9.0,3,1.0,6.0,2
5587,1,0.0,25,1.0,2.0,0.0,3,3.0,6.0,2
5676,0,0.0,25,0.0,2.0,1.0,3,3.0,6.0,2
5786,1,0.0,25,1.0,3.0,1.0,3,2.0,3.0,2
5894,0,0.0,25,0.0,1.0,1.0,3,1.0,4.0,2
6603,0,0.0,25,0.0,2.0,0.0,3,8.0,7.0,2
6746,0,0.0,25,0.0,4.0,1.0,3,1.0,6.0,2
7672,0,0.0,25,1.0,1.0,8.0,3,1.0,6.0,2
7940,1,0.0,25,0.0,2.0,0.0,3,2.0,3.0,2
217,1,1.0,25,0.0,5.0,0.0,2,2.0,4.0,2
1054,1,1.0,25,1.0,1.0,8.0,2,2.0,6.0,2
3758,1,1.0,25,0.0,7.0,1.0,1,3.0,6.0,2
4474,1,1.0,25,1.0,1.0,3.0,2,2.0,6.0,2
5442,1,1.0,25,0.0,1.0,1.0,2,4.0,4.0,2
2015,1,0.0,26,0.0,5.0,0.0,3,6.0,2.0,2
2059,0,0.0,26,1.0,1.0,13.0,3,2.0,6.0,2
2167,0,0.0,26,1.0,5.0,0.0,3,3.0,6.0,2
2354,0,0.0,26,0.0,2.0,0.0,3,3.0,5.0,2
3154,0,0.0,26,1.0,2.0,1.0,3,5.0,6.0,2
3262,1,0.0,26,1.0,2.0,0.0,3,3.0,6.0,2
3808,0,0.0,26,1.0,4.0,0.0,3,6.0,4.0,2
3950,1,0.0,26,0.0,5.0,2.0,3,4.0,6.0,2
5622,1,0.0,26,1.0,2.0,1.0,3,3.0,6.0,2
6522,1,0.0,26,1.0,2.0,1.0,3,3.0,6.0,2
7343,1,0.0,26,1.0,1.0,1.0,3,1.0,6.0,2
7634,1,0.0,26,1.0,1.0,5.0,3,1.0,1.0,2
7740,0,0.0,26,1.0,2.0,1.0,3,7.0,2.0,2
423,1,1.0,26,1.0,1.0,1.0,2,3.0,6.0,2
537,0,1.0,26,1.0,4.0,9.0,3,2.0,6.0,2
843,0,1.0,26,1.0,1.0,12.0,2,2.0,6.0,2
1398,1,1.0,26,1.0,1.0,9.0,2,2.0,6.0,2
5715,1,1.0,26,1.0,3.0,1.0,2,2.0,6.0,2
370,0,0.0,27,1.0,1.0,8.0,3,1.0,6.0,2
1042,1,0.0,27,1.0,1.0,1.0,3,3.0,6.0,2
1048,1,0.0,27,1.0,1.0,9.0,3,2.0,6.0,2
1058,0,0.0,27,1.0,5.0,1.0,3,4.0,4.0,2
1117,0,0.0,27,1.0,4.0,11.0,3,1.0,6.0,2
1516,1,0.0,27,0.0,2.0,1.0,3,3.0,6.0,2
1715,1,0.0,27,1.0,3.0,0.0,3,5.0,6.0,2
1871,1,0.0,27,0.0,3.0,1.0,3,3.0,4.0,2
2128,1,0.0,27,0.0,5.0,0.0,3,4.0,6.0,2
2212,1,0.0,27,0.0,5.0,1.0,3,3.0,6.0,2
2377,0,0.0,27,1.0,2.0,0.0,3,3.0,2.0,2
3524,1,0.0,27,1.0,2.0,0.0,3,3.0,3.0,2
3941,0,0.0,27,1.0,2.0,0.0,3,4.0,6.0,2
4201,1,0.0,27,0.0,1.0,1.0,3,1.0,6.0,2
4467,1,0.0,27,1.0,2.0,1.0,3,4.0,6.0,2
4781,0,0.0,27,1.0,9.0,6.0,3,7.0,6.0,2
5252,0,0.0,27,1.0,1.0,9.0,3,5.0,6.0,2
6090,1,0.0,27,1.0,5.0,0.0,3,5.0,6.0,2
6280,1,0.0,27,1.0,1.0,5.0,3,4.0,3.0,2
6650,0,0.0,27,1.0,2.0,5.0,3,4.0,6.0,2
7034,1,0.0,27,1.0,3.0,9.0,3,3.0,6.0,2
7600,0,0.0,27,1.0,1.0,1.0,3,1.0,3.0,2
7735,0,0.0,27,0.0,4.0,0.0,3,3.0,6.0,2
7929,0,0.0,27,1.0,2.0,1.0,3,5.0,4.0,2
8066,0,0.0,27,1.0,2.0,1.0,3,4.0,6.0,2
383,0,1.0,27,1.0,1.0,0.0,2,2.0,4.0,2
1284,0,1.0,27,1.0,3.0,3.0,3,5.0,6.0,2
1710,1,1.0,27,1.0,3.0,10.0,3,2.0,6.0,2
2053,1,1.0,27,0.0,3.0,3.0,2,2.0,6.0,2
3467,1,1.0,27,1.0,1.0,6.0,2,2.0,6.0,2
4634,1,1.0,27,0.0,3.0,4.0,3,4.0,3.0,2
4910,1,1.0,27,1.0,2.0,4.0,1,3.0,6.0,2
5241,0,1.0,27,1.0,4.0,4.0,3,2.0,3.0,2
6490,1,1.0,27,1.0,3.0,4.0,3,2.0,3.0,2
7410,0,1.0,27,0.0,3.0,6.0,1,2.0,6.0,2
1309,0,0.0,28,1.0,3.0,6.0,3,3.0,4.0,2
1405,1,0.0,28,0.0,5.0,0.0,3,3.0,3.0,2
1624,0,0.0,28,0.0,2.0,0.0,3,3.0,4.0,2
1962,0,0.0,28,1.0,9.0,0.0,3,2.0,4.0,2
2054,1,0.0,28,0.0,2.0,0.0,3,5.0,4.0,2
2423,0,0.0,28,1.0,2.0,0.0,3,5.0,6.0,2
2445,0,0.0,28,0.0,2.0,1.0,3,2.0,6.0,2
2850,1,0.0,28,1.0,1.0,0.0,3,3.0,4.0,2
2916,0,0.0,28,0.0,2.0,0.0,3,4.0,2.0,2
3465,0,0.0,28,0.0,2.0,0.0,3,4.0,3.0,2
3471,1,0.0,28,0.0,8.0,0.0,3,6.0,6.0,2
3725,0,0.0,28,1.0,5.0,1.0,3,3.0,6.0,2
3747,1,0.0,28,0.0,5.0,4.0,3,1.0,3.0,2
4030,1,0.0,28,1.0,4.0,1.0,3,2.0,4.0,2
4833,0,0.0,28,0.0,2.0,1.0,3,4.0,6.0,2
5125,1,0.0,28,1.0,1.0,1.0,3,1.0,6.0,2
5389,0,0.0,28,1.0,4.0,7.0,3,1.0,6.0,2
5516,1,0.0,28,0.0,3.0,7.0,3,2.0,6.0,2
6391,1,0.0,28,1.0,1.0,4.0,3,6.0,4.0,2
6591,0,0.0,28,0.0,1.0,1.0,3,4.0,4.0,2
6634,0,0.0,28,1.0,3.0,0.0,3,4.0,2.0,2
7579,1,0.0,28,1.0,5.0,1.0,3,9.0,4.0,2
7673,1,0.0,28,1.0,2.0,1.0,3,6.0,4.0,2
2076,1,1.0,28,1.0,3.0,3.0,2,3.0,7.0,2
2683,1,1.0,28,1.0,1.0,3.0,3,2.0,6.0,2
3298,1,1.0,28,1.0,9.0,13.0,2,2.0,6.0,2
3304,1,1.0,28,1.0,2.0,9.0,1,2.0,6.0,2
3536,0,1.0,28,1.0,1.0,8.0,3,2.0,6.0,2
4597,0,1.0,28,1.0,9.0,9.0,2,2.0,3.0,2
6623,1,1.0,28,1.0,1.0,1.0,2,2.0,6.0,2
7179,0,1.0,28,0.0,1.0,1.0,3,3.0,3.0,2
182,0,0.0,29,1.0,1.0,1.0,3,1.0,4.0,2
340,1,0.0,29,1.0,1.0,3.0,3,1.0,6.0,2
353,0,0.0,29,0.0,2.0,1.0,3,3.0,6.0,2
450,0,0.0,29,1.0,2.0,2.0,3,4.0,4.0,2
1394,1,0.0,29,1.0,1.0,7.0,3,1.0,6.0,2
1648,0,0.0,29,1.0,9.0,0.0,1,4.0,2.0,2
2282,1,0.0,29,1.0,2.0,0.0,3,3.0,6.0,2
2652,1,0.0,29,0.0,3.0,1.0,3,3.0,6.0,2
2792,0,0.0,29,1.0,1.0,14.0,3,2.0,6.0,2
2918,1,0.0,29,1.0,2.0,0.0,3,4.0,7.0,2
2982,0,0.0,29,1.0,5.0,9.0,3,5.0,3.0,2
3232,1,0.0,29,1.0,5.0,1.0,3,4.0,6.0,2
3241,0,0.0,29,1.0,1.0,8.0,3,1.0,6.0,2
3502,0,0.0,29,1.0,2.0,2.0,3,8.0,5.0,2
5222,1,0.0,29,1.0,1.0,2.0,3,2.0,6.0,2
5324,1,0.0,29,0.0,5.0,5.0,3,5.0,2.0,2
5342,1,0.0,29,0.0,2.0,0.0,3,5.0,4.0,2
5411,1,0.0,29,0.0,5.0,8.0,3,4.0,6.0,2
5846,0,0.0,29,0.0,8.0,4.0,3,3.0,6.0,2
5881,1,0.0,29,0.0,2.0,0.0,3,6.0,6.0,2
7178,0,0.0,29,1.0,4.0,1.0,3,5.0,1.0,2
7239,0,0.0,29,0.0,3.0,0.0,3,2.0,3.0,2
795,1,1.0,29,0.0,5.0,0.0,1,2.0,3.0,2
2242,1,1.0,29,0.0,7.0,12.0,3,3.0,6.0,2
2782,1,1.0,29,1.0,2.0,2.0,2,2.0,2.0,2
2808,1,1.0,29,1.0,1.0,1.0,2,3.0,3.0,2
2998,1,1.0,29,1.0,3.0,0.0,3,2.0,6.0,2
3848,0,1.0,29,1.0,1.0,10.0,3,2.0,6.0,2
4082,1,1.0,29,1.0,1.0,9.0,2,2.0,6.0,2
5371,0,1.0,29,0.0,5.0,0.0,2,2.0,7.0,2
7386,1,1.0,29,0.0,2.0,13.0,1,2.0,6.0,2
7569,1,1.0,29,0.0,1.0,6.0,2,2.0,6.0,2
421,0,0.0,30,1.0,3.0,0.0,3,4.0,6.0,2
496,1,0.0,30,1.0,5.0,1.0,3,1.0,3.0,2
567,0,0.0,30,0.0,4.0,0.0,3,1.0,3.0,2
767,0,0.0,30,0.0,8.0,1.0,3,4.0,6.0,2
1852,0,0.0,30,1.0,2.0,3.0,3,5.0,6.0,2
2137,0,0.0,30,0.0,1.0,1.0,3,1.0,6.0,2
2426,1,0.0,30,0.0,2.0,0.0,3,4.0,6.0,2
2996,0,0.0,30,1.0,2.0,2.0,3,3.0,6.0,2
4648,1,0.0,30,0.0,2.0,0.0,3,2.0,4.0,2
4658,0,0.0,30,0.0,4.0,0.0,3,3.0,6.0,2
4762,0,0.0,30,0.0,2.0,8.0,3,4.0,4.0,2
5478,0,0.0,30,1.0,2.0,8.0,3,2.0,6.0,2
5958,1,0.0,30,1.0,2.0,1.0,3,4.0,6.0,2
7701,0,0.0,30,0.0,2.0,3.0,3,3.0,4.0,2
7933,1,0.0,30,0.0,2.0,3.0,3,4.0,6.0,2
1323,0,1.0,30,0.0,1.0,0.0,2,2.0,1.0,2
1334,0,1.0,30,1.0,1.0,0.0,2,4.0,4.0,2
2877,0,1.0,30,1.0,5.0,0.0,2,2.0,3.0,2
3272,1,1.0,30,1.0,1.0,0.0,3,1.0,7.0,2
3919,1,1.0,30,1.0,1.0,0.0,2,2.0,6.0,2
4375,1,1.0,30,0.0,1.0,0.0,2,3.0,6.0,2
4511,1,1.0,30,1.0,2.0,1.0,1,2.0,4.0,2
5106,0,1.0,30,0.0,9.0,9.0,3,3.0,3.0,2
5648,0,1.0,30,1.0,9.0,9.0,3,2.0,6.0,2
6088,1,1.0,30,1.0,1.0,12.0,2,2.0,6.0,2
6961,0,1.0,30,0.0,5.0,1.0,2,6.0,6.0,2
17,1,0.0,31,0.0,2.0,1.0,3,6.0,6.0,2
173,1,0.0,31,1.0,1.0,5.0,3,2.0,6.0,2
254,0,0.0,31,0.0,4.0,1.0,3,4.0,6.0,2
1191,0,0.0,31,1.0,1.0,9.0,3,2.0,6.0,2
1230,0,0.0,31,1.0,1.0,9.0,3,1.0,6.0,2
1903,1,0.0,31,0.0,2.0,9.0,3,4.0,6.0,2
2098,0,0.0,31,1.0,2.0,1.0,3,4.0,2.0,2
2160,0,0.0,31,0.0,2.0,0.0,3,7.0,6.0,2
2678,1,0.0,31,0.0,2.0,0.0,3,4.0,6.0,2
3178,1,0.0,31,1.0,2.0,14.0,3,4.0,6.0,2
3587,1,0.0,31,0.0,2.0,1.0,3,3.0,2.0,2
4394,0,0.0,31,0.0,2.0,0.0,3,3.0,6.0,2
4416,1,0.0,31,1.0,1.0,0.0,3,1.0,6.0,2
4689,0,0.0,31,1.0,3.0,1.0,3,1.0,6.0,2
4939,0,0.0,31,1.0,2.0,4.0,3,3.0,6.0,2
5244,0,0.0,31,1.0,5.0,1.0,3,3.0,6.0,2
5390,1,0.0,31,0.0,2.0,1.0,3,4.0,6.0,2
5550,1,0.0,31,0.0,3.0,0.0,3,3.0,6.0,2
6003,0,0.0,31,1.0,1.0,13.0,3,2.0,6.0,2
6509,1,0.0,31,0.0,2.0,1.0,3,3.0,2.0,2
6838,0,0.0,31,1.0,5.0,1.0,3,3.0,6.0,2
7577,1,0.0,31,0.0,8.0,1.0,3,1.0,6.0,2
1040,1,1.0,31,1.0,3.0,8.0,2,2.0,6.0,2
2060,1,1.0,31,1.0,3.0,4.0,3,2.0,6.0,2
2622,1,1.0,31,0.0,1.0,4.0,2,2.0,6.0,2
5916,0,1.0,31,0.0,9.0,12.0,2,2.0,6.0,2
6006,1,1.0,31,1.0,1.0,12.0,2,2.0,2.0,2
8019,0,1.0,31,0.0,1.0,7.0,2,2.0,6.0,2
236,0,0.0,32,0.0,2.0,1.0,3,5.0,7.0,2
971,0,0.0,32,0.0,1.0,1.0,3,5.0,1.0,2
1429,1,0.0,32,1.0,8.0,0.0,3,5.0,6.0,2
1628,0,0.0,32,0.0,2.0,0.0,3,4.0,3.0,2
1694,0,0.0,32,1.0,8.0,1.0,3,6.0,6.0,2
2899,0,0.0,32,0.0,2.0,1.0,3,5.0,4.0,2
2948,0,0.0,32,1.0,1.0,6.0,3,1.0,3.0,2
3013,1,0.0,32,1.0,2.0,0.0,3,4.0,6.0,2
3097,0,0.0,32,1.0,8.0,0.0,3,3.0,2.0,2
3890,0,0.0,32,1.0,1.0,1.0,3,2.0,6.0,2
4149,1,0.0,32,0.0,2.0,0.0,3,5.0,6.0,2
4646,0,0.0,32,1.0,1.0,0.0,3,3.0,6.0,2
4834,1,0.0,32,0.0,9.0,0.0,3,2.0,4.0,2
4937,1,0.0,32,1.0,2.0,1.0,3,3.0,6.0,2
6690,1,0.0,32,1.0,4.0,0.0,3,3.0,4.0,2
55,1,1.0,32,1.0,1.0,14.0,2,2.0,6.0,2
764,0,1.0,32,1.0,1.0,0.0,2,2.0,6.0,2
771,1,1.0,32,1.0,3.0,6.0,3,2.0,2.0,2
1483,1,1.0,32,0.0,3.0,5.0,2,3.0,6.0,2
2663,0,1.0,32,1.0,9.0,4.0,1,2.0,3.0,2
3729,0,1.0,32,1.0,9.0,0.0,3,3.0,5.0,2
5039,1,1.0,32,0.0,3.0,1.0,2,2.0,6.0,2
5088,0,1.0,32,0.0,5.0,1.0,1,6.0,4.0,2
5972,0,1.0,32,1.0,1.0,8.0,3,3.0,6.0,2
7208,1,1.0,32,1.0,1.0,9.0,2,2.0,6.0,2
75,0,0.0,33,0.0,9.0,0.0,3,3.0,6.0,2
208,1,0.0,33,1.0,5.0,0.0,3,2.0,6.0,2
824,0,0.0,33,1.0,2.0,0.0,3,2.0,6.0,2
973,0,0.0,33,1.0,8.0,1.0,3,3.0,5.0,2
1573,0,0.0,33,0.0,2.0,1.0,3,7.0,4.0,2
1936,0,0.0,33,1.0,1.0,5.0,3,2.0,4.0,2
2045,0,0.0,33,1.0,3.0,1.0,3,4.0,6.0,2
2246,0,0.0,33,1.0,5.0,1.0,3,1.0,6.0,2
2479,1,0.0,33,0.0,2.0,0.0,3,4.0,2.0,2
2787,0,0.0,33,0.0,2.0,1.0,3,3.0,6.0,2
2880,0,0.0,33,1.0,2.0,0.0,3,3.0,4.0,2
3412,1,0.0,33,0.0,2.0,1.0,3,5.0,2.0,2
4844,0,0.0,33,1.0,3.0,0.0,3,1.0,7.0,2
4871,0,0.0,33,1.0,2.0,1.0,3,5.0,2.0,2
5569,0,0.0,33,1.0,2.0,0.0,3,4.0,2.0,2
5630,1,0.0,33,0.0,5.0,0.0,3,3.0,6.0,2
5882,1,0.0,33,1.0,2.0,0.0,3,5.0,6.0,2
5947,0,0.0,33,0.0,4.0,9.0,3,4.0,3.0,2
6270,1,0.0,33,0.0,2.0,3.0,3,5.0,2.0,2
6464,1,0.0,33,0.0,5.0,1.0,3,2.0,3.0,2
6752,0,0.0,33,0.0,4.0,1.0,3,2.0,4.0,2
7599,1,0.0,33,0.0,3.0,1.0,3,3.0,2.0,2
7685,0,0.0,33,0.0,2.0,1.0,3,3.0,4.0,2
381,1,1.0,33,0.0,4.0,0.0,2,2.0,6.0,2
1796,0,1.0,33,0.0,1.0,0.0,3,2.0,1.0,2
1943,1,1.0,33,0.0,1.0,1.0,2,2.0,4.0,2
2070,0,1.0,33,0.0,4.0,7.0,2,5.0,4.0,2
2081,1,1.0,33,1.0,1.0,0.0,2,2.0,6.0,2
3127,0,1.0,33,1.0,3.0,0.0,3,5.0,6.0,2
4240,1,1.0,33,1.0,5.0,0.0,2,2.0,6.0,2
4808,1,1.0,33,0.0,7.0,0.0,1,4.0,6.0,2
5481,1,1.0,33,1.0,3.0,0.0,2,2.0,3.0,2
5953,0,1.0,33,1.0,5.0,0.0,2,2.0,6.0,2
28,1,0.0,35,1.0,1.0,0.0,3,1.0,6.0,2
220,0,0.0,35,1.0,1.0,0.0,3,3.0,6.0,2
707,1,0.0,35,1.0,1.0,6.0,3,3.0,6.0,2
1877,0,0.0,35,1.0,4.0,2.0,3,1.0,7.0,2
2176,0,0.0,35,1.0,1.0,12.0,3,2.0,6.0,2
2897,0,0.0,35,1.0,1.0,9.0,3,1.0,6.0,2
3131,1,0.0,35,1.0,1.0,13.0,3,1.0,6.0,2
3182,0,0.0,35,1.0,1.0,0.0,3,1.0,6.0,2
3711,1,0.0,35,1.0,1.0,0.0,3,1.0,6.0,2
