,Пол,Семейное_положение,Возраст,Высшее_образование,Профессия,Опыт_работы,Уровень_расходов,Размер_семьи,Анонимная_категория,Целевая_категория
1592,0,0.0,22,0.0,2.0,1.0,3,2.0,6.0,4
1593,1,0.0,23,0.0,2.0,0.0,3,2.0,4.0,4
1594,0,0.0,41,1.0,1.0,3.0,3,3.0,6.0,4
1596,1,1.0,50,1.0,7.0,0.0,1,4.0,6.0,1
1597,0,0.0,28,1.0,9.0,8.0,3,1.0,6.0,4
1599,1,1.0,73,0.0,7.0,1.0,1,2.0,4.0,4
1601,0,1.0,32,1.0,1.0,4.0,1,2.0,6.0,3
1602,0,0.0,39,1.0,5.0,2.0,3,1.0,6.0,2
1603,1,0.0,43,1.0,5.0,1.0,3,4.0,6.0,1
1604,0,0.0,33,1.0,1.0,5.0,3,2.0,4.0,2
1605,1,1.0,61,1.0,1.0,1.0,2,3.0,3.0,3
1606,0,1.0,70,1.0,5.0,0.0,2,2.0,6.0,3
1607,1,1.0,66,1.0,1.0,1.0,2,2.0,6.0,2
1608,0,1.0,72,1.0,1.0,0.0,3,1.0,6.0,3
1609,1,1.0,71,1.0,1.0,0.0,1,2.0,6.0,2
1610,1,0.0,18,0.0,2.0,8.0,3,9.0,6.0,4
1611,1,1.0,33,0.0,1.0,1.0,2,2.0,4.0,2
1612,1,0.0,28,1.0,1.0,9.0,3,1.0,6.0,1
1613,0,1.0,27,1.0,8.0,11.0,2,2.0,6.0,1
1614,0,1.0,38,0.0,4.0,1.0,3,5.0,1.0,2
1615,1,1.0,63,1.0,1.0,0.0,2,7.0,6.0,3
1616,1,1.0,70,1.0,6.0,0.0,1,3.0,6.0,1
1617,0,0.0,26,1.0,2.0,10.0,3,1.0,6.0,4
1618,1,1.0,36,0.0,3.0,1.0,3,2.0,4.0,1
1619,0,1.0,47,1.0,1.0,0.0,3,3.0,6.0,3
1620,1,0.0,28,0.0,3.0,9.0,3,2.0,6.0,1
1621,0,0.0,26,1.0,3.0,1.0,3,5.0,6.0,3
1622,1,0.0,20,0.0,8.0,1.0,3,3.0,4.0,4
1623,1,1.0,30,1.0,1.0,0.0,2,2.0,6.0,3
1624,1,0.0,41,1.0,3.0,8.0,3,2.0,6.0,1
1625,0,0.0,40,1.0,5.0,1.0,3,1.0,6.0,1
1626,0,1.0,47,0.0,4.0,1.0,2,4.0,4.0,2
1627,1,1.0,40,1.0,3.0,2.0,2,5.0,6.0,1
1628,0,1.0,53,0.0,4.0,0.0,2,3.0,6.0,1
1629,1,1.0,60,1.0,1.0,1.0,3,2.0,6.0,1
1630,0,0.0,27,1.0,1.0,8.0,3,1.0,6.0,1
1631,1,1.0,43,1.0,1.0,2.0,3,2.0,6.0,2
1632,0,0.0,33,1.0,9.0,7.0,3,3.0,2.0,3
1634,1,1.0,70,1.0,7.0,1.0,1,2.0,6.0,3
1635,1,1.0,70,0.0,5.0,1.0,1,2.0,6.0,4
1636,0,0.0,40,1.0,4.0,6.0,3,3.0,6.0,4
1637,0,0.0,29,1.0,2.0,1.0,3,4.0,6.0,4
1638,0,1.0,40,1.0,4.0,0.0,2,2.0,6.0,2
1640,0,0.0,38,1.0,1.0,7.0,3,1.0,6.0,2
1641,1,1.0,39,1.0,5.0,0.0,2,3.0,6.0,2
1643,1,0.0,47,1.0,1.0,0.0,3,1.0,6.0,1
1644,1,1.0,75,1.0,6.0,0.0,1,2.0,6.0,1
1645,0,1.0,37,0.0,8.0,0.0,3,4.0,6.0,4
1647,0,0.0,42,1.0,3.0,6.0,3,2.0,6.0,1
1648,1,1.0,39,1.0,5.0,0.0,2,2.0,1.0,4
1649,1,1.0,42,1.0,1.0,0.0,2,2.0,6.0,2
1650,0,1.0,40,1.0,1.0,1.0,2,2.0,4.0,1
1651,0,0.0,52,1.0,5.0,1.0,3,1.0,4.0,2
1652,1,0.0,52,0.0,1.0,5.0,3,1.0,6.0,2
1653,1,0.0,31,1.0,3.0,0.0,3,4.0,6.0,4
1654,1,1.0,37,1.0,8.0,1.0,3,2.0,6.0,4
1655,1,0.0,27,1.0,1.0,3.0,3,1.0,2.0,1
1656,0,0.0,35,1.0,4.0,4.0,3,4.0,2.0,3
1657,1,1.0,79,1.0,1.0,0.0,1,2.0,6.0,3
1658,0,0.0,28,1.0,5.0,1.0,3,4.0,6.0,3
1659,1,0.0,31,0.0,2.0,0.0,3,4.0,6.0,4
1660,1,1.0,88,0.0,7.0,0.0,1,3.0,6.0,4
1661,0,0.0,51,1.0,3.0,4.0,3,1.0,6.0,1
1662,0,1.0,53,1.0,1.0,0.0,2,2.0,3.0,2
1663,0,0.0,43,1.0,1.0,8.0,3,2.0,6.0,2
1664,1,1.0,55,0.0,7.0,0.0,3,2.0,6.0,1
1665,1,0.0,35,1.0,1.0,4.0,3,2.0,6.0,1
1666,0,1.0,25,0.0,4.0,1.0,2,2.0,4.0,1
1667,1,1.0,58,1.0,1.0,6.0,2,4.0,6.0,3
1668,0,0.0,32,1.0,5.0,1.0,3,6.0,6.0,4
1669,0,1.0,49,0.0,1.0,1.0,2,4.0,3.0,3
1670,0,1.0,53,0.0,3.0,9.0,1,2.0,6.0,1
1671,0,1.0,31,0.0,4.0,9.0,3,4.0,6.0,1
1672,1,0.0,39,1.0,1.0,1.0,3,2.0,6.0,2
1673,1,0.0,42,1.0,3.0,1.0,3,1.0,6.0,1
1674,1,0.0,20,0.0,2.0,1.0,3,5.0,2.0,4
1675,1,1.0,50,1.0,3.0,1.0,3,2.0,6.0,1
1676,1,0.0,26,0.0,5.0,0.0,3,6.0,2.0,2
1678,1,0.0,30,1.0,5.0,0.0,3,2.0,3.0,1
1679,0,1.0,60,1.0,5.0,6.0,2,2.0,6.0,3
1680,1,1.0,84,0.0,6.0,0.0,3,1.0,6.0,4
1681,1,1.0,63,1.0,1.0,6.0,3,1.0,6.0,2
1682,0,0.0,38,1.0,2.0,0.0,3,2.0,6.0,4
1683,1,1.0,51,1.0,3.0,0.0,2,4.0,6.0,3
1684,1,0.0,20,0.0,2.0,0.0,3,4.0,3.0,4
1685,0,0.0,25,0.0,2.0,14.0,3,3.0,6.0,4
1686,0,0.0,33,1.0,5.0,0.0,3,5.0,6.0,4
1687,0,0.0,31,0.0,4.0,0.0,3,1.0,6.0,4
1688,1,1.0,57,1.0,2.0,1.0,3,3.0,6.0,2
1689,1,1.0,42,1.0,1.0,1.0,3,4.0,4.0,2
1690,1,1.0,40,0.0,3.0,2.0,2,5.0,2.0,2
1691,1,1.0,66,0.0,6.0,0.0,1,3.0,6.0,2
1692,1,0.0,21,0.0,9.0,0.0,3,4.0,3.0,1
1693,1,1.0,73,0.0,7.0,1.0,1,2.0,6.0,2
1696,1,1.0,27,1.0,5.0,0.0,2,2.0,5.0,4
1697,0,1.0,53,0.0,1.0,1.0,1,4.0,6.0,1
1698,1,1.0,80,0.0,6.0,8.0,3,1.0,6.0,4
1700,0,0.0,41,1.0,5.0,9.0,3,1.0,4.0,1
1701,1,1.0,43,1.0,1.0,1.0,2,4.0,6.0,3
1702,0,0.0,18,0.0,8.0,9.0,3,5.0,3.0,2
1703,0,0.0,33,1.0,3.0,1.0,3,4.0,6.0,2
1704,1,0.0,30,0.0,4.0,9.0,3,3.0,4.0,4
1705,1,1.0,85,1.0,7.0,1.0,1,2.0,6.0,4
1706,0,1.0,36,1.0,1.0,4.0,1,7.0,6.0,3
1707,1,1.0,27,0.0,3.0,3.0,2,2.0,6.0,2
1708,1,0.0,28,0.0,2.0,0.0,3,5.0,4.0,2
1709,0,1.0,35,1.0,5.0,0.0,2,3.0,3.0,1
1710,1,0.0,26,1.0,3.0,1.0,3,3.0,6.0,4
1711,0,1.0,56,1.0,1.0,1.0,1,4.0,2.0,2
1712,0,0.0,26,1.0,1.0,13.0,3,2.0,6.0,2
1713,1,1.0,31,1.0,3.0,4.0,3,2.0,6.0,2
1714,1,0.0,21,0.0,2.0,0.0,3,2.0,6.0,4
1715,1,1.0,39,0.0,3.0,1.0,2,4.0,4.0,1
1716,0,0.0,51,1.0,1.0,0.0,3,1.0,6.0,3
1717,1,1.0,45,0.0,5.0,0.0,3,4.0,4.0,1
1718,1,1.0,77,1.0,7.0,1.0,3,1.0,6.0,4
1719,0,1.0,33,0.0,4.0,7.0,2,5.0,4.0,2
1720,1,0.0,29,0.0,1.0,1.0,3,3.0,2.0,1
1721,1,1.0,43,1.0,1.0,1.0,3,2.0,3.0,2
1723,1,1.0,53,1.0,1.0,3.0,2,3.0,6.0,2
1724,1,1.0,28,1.0,3.0,3.0,2,3.0,7.0,2
1725,0,0.0,43,1.0,3.0,1.0,3,4.0,4.0,1
1726,1,0.0,31,1.0,3.0,1.0,3,3.0,6.0,4
1727,1,1.0,65,1.0,1.0,1.0,3,2.0,6.0,1
1728,1,1.0,33,1.0,1.0,0.0,2,2.0,6.0,2
1729,1,1.0,49,1.0,1.0,0.0,2,6.0,6.0,3
1732,0,1.0,47,1.0,1.0,7.0,2,4.0,6.0,3
1733,1,0.0,31,0.0,3.0,1.0,3,7.0,4.0,4
1734,1,1.0,52,1.0,7.0,1.0,1,4.0,4.0,2
1735,0,0.0,30,1.0,2.0,1.0,3,2.0,3.0,1
1736,1,1.0,69,0.0,7.0,9.0,2,2.0,6.0,2
1737,1,0.0,29,1.0,4.0,0.0,3,4.0,3.0,4
1738,0,1.0,56,0.0,4.0,1.0,2,5.0,6.0,2
1739,0,1.0,72,1.0,1.0,1.0,2,3.0,6.0,2
1740,1,0.0,30,0.0,4.0,1.0,3,4.0,6.0,4
1741,0,0.0,31,1.0,2.0,1.0,3,4.0,2.0,2
1742,1,0.0,41,1.0,1.0,2.0,3,3.0,6.0,1
1743,0,0.0,31,1.0,2.0,9.0,3,7.0,5.0,4
1744,0,1.0,26,0.0,8.0,7.0,1,3.0,4.0,1
1746,1,1.0,41,1.0,1.0,4.0,3,4.0,6.0,1
1747,1,1.0,63,1.0,9.0,1.0,3,3.0,6.0,2
1748,1,1.0,88,1.0,7.0,1.0,3,1.0,6.0,4
1749,1,1.0,55,0.0,4.0,1.0,1,4.0,6.0,1
1750,1,0.0,32,1.0,3.0,1.0,3,2.0,6.0,4
1751,0,1.0,38,1.0,1.0,0.0,2,3.0,6.0,1
1752,0,1.0,62,1.0,4.0,1.0,3,1.0,3.0,2
1754,1,1.0,67,0.0,7.0,1.0,1,2.0,6.0,4
1755,0,1.0,42,1.0,1.0,9.0,3,2.0,6.0,2
1756,0,0.0,45,1.0,4.0,0.0,3,1.0,6.0,1
1757,1,1.0,46,0.0,5.0,0.0,2,3.0,4.0,4
1758,1,0.0,20,0.0,2.0,2.0,3,4.0,4.0,4
1759,0,1.0,41,1.0,4.0,0.0,1,3.0,6.0,1
1760,0,1.0,35,0.0,4.0,7.0,2,4.0,4.0,1
1761,0,1.0,52,1.0,1.0,6.0,3,2.0,6.0,1
1762,0,1.0,63,1.0,1.0,1.0,2,4.0,6.0,2
1763,1,1.0,51,0.0,7.0,5.0,3,3.0,2.0,3
1764,0,1.0,29,1.0,3.0,0.0,2,2.0,6.0,1
1765,1,0.0,27,0.0,5.0,0.0,3,4.0,6.0,2
1766,0,0.0,37,1.0,5.0,1.0,3,1.0,4.0,1
1767,0,0.0,50,1.0,1.0,0.0,3,2.0,6.0,1
1768,1,1.0,74,1.0,6.0,1.0,3,1.0,6.0,1
1769,0,1.0,72,1.0,1.0,3.0,2,3.0,6.0,3
1771,1,1.0,37,1.0,4.0,1.0,2,3.0,3.0,1
1773,0,0.0,30,0.0,1.0,1.0,3,1.0,6.0,2
1774,0,0.0,46,1.0,4.0,1.0,3,2.0,1.0,2
1775,0,1.0,65,1.0,5.0,1.0,3,2.0,6.0,2
1776,0,1.0,88,1.0,6.0,1.0,2,2.0,6.0,3
1777,1,1.0,43,1.0,3.0,0.0,2,2.0,5.0,1
1778,1,1.0,50,1.0,7.0,9.0,1,3.0,2.0,3
1779,1,0.0,35,1.0,1.0,8.0,3,2.0,6.0,4
1780,1,1.0,67,1.0,6.0,0.0,3,1.0,3.0,1
1781,1,1.0,66,1.0,7.0,0.0,3,1.0,6.0,2
1782,0,0.0,39,1.0,1.0,3.0,3,2.0,6.0,3
1784,0,0.0,40,1.0,1.0,6.0,3,1.0,6.0,2
1785,1,1.0,88,1.0,6.0,0.0,1,3.0,6.0,3
1786,1,0.0,30,1.0,2.0,8.0,3,5.0,6.0,4
1787,1,0.0,32,1.0,3.0,1.0,3,1.0,6.0,1
1788,1,1.0,43,0.0,8.0,1.0,3,2.0,7.0,4
1789,0,1.0,55,0.0,4.0,3.0,2,2.0,6.0,2
1790,0,1.0,47,1.0,1.0,0.0,2,3.0,6.0,3
1792,0,0.0,31,0.0,2.0,0.0,3,7.0,6.0,2
1794,1,1.0,69,0.0,5.0,0.0,2,2.0,6.0,3
1795,1,1.0,45,1.0,7.0,0.0,1,2.0,6.0,3
1796,0,0.0,22,0.0,5.0,1.0,3,3.0,3.0,1
1797,0,0.0,26,1.0,5.0,0.0,3,3.0,6.0,2
1798,1,0.0,39,1.0,1.0,1.0,3,3.0,7.0,1
1799,1,1.0,61,1.0,3.0,1.0,3,2.0,5.0,1
1800,0,1.0,74,0.0,6.0,1.0,1,2.0,6.0,3
1801,1,0.0,29,1.0,1.0,4.0,3,1.0,3.0,4
1802,1,0.0,29,1.0,9.0,5.0,3,1.0,6.0,4
1803,1,0.0,36,0.0,7.0,0.0,3,3.0,6.0,4
1804,0,0.0,63,1.0,5.0,0.0,3,2.0,6.0,2
1805,1,1.0,69,1.0,1.0,0.0,2,5.0,3.0,3
1806,1,1.0,81,1.0,6.0,1.0,3,1.0,6.0,1
1807,0,1.0,71,0.0,6.0,1.0,1,2.0,6.0,2
1808,0,0.0,31,0.0,2.0,10.0,3,2.0,3.0,3
1809,1,1.0,35,0.0,9.0,1.0,2,3.0,6.0,2
1810,0,0.0,52,1.0,1.0,6.0,3,1.0,6.0,1
1811,1,1.0,45,0.0,1.0,0.0,3,2.0,4.0,2
1813,1,0.0,23,0.0,2.0,2.0,3,5.0,6.0,4
1814,1,1.0,77,0.0,6.0,0.0,3,2.0,6.0,4
1815,0,1.0,84,1.0,6.0,0.0,3,1.0,6.0,2
1816,1,1.0,47,0.0,3.0,1.0,1,4.0,4.0,4
1817,1,0.0,29,1.0,3.0,6.0,3,3.0,6.0,1
1818,0,0.0,35,1.0,1.0,8.0,3,3.0,2.0,1
1819,1,1.0,40,1.0,1.0,14.0,3,2.0,6.0,3
1820,1,0.0,35,0.0,2.0,1.0,3,1.0,6.0,4
1821,1,0.0,20,0.0,2.0,0.0,3,3.0,2.0,4
1822,1,0.0,43,1.0,3.0,0.0,3,2.0,2.0,1
1823,1,1.0,56,0.0,7.0,0.0,3,1.0,6.0,4
1824,0,1.0,53,1.0,1.0,3.0,3,1.0,7.0,1
1825,1,1.0,22,0.0,7.0,1.0,1,3.0,6.0,4
1826,1,1.0,32,0.0,2.0,1.0,1,4.0,4.0,4
1827,1,1.0,51,0.0,7.0,2.0,1,5.0,6.0,1
1828,1,1.0,37,0.0,5.0,2.0,2,4.0,6.0,1
1829,1,1.0,55,1.0,1.0,4.0,2,4.0,6.0,1
1830,1,0.0,42,1.0,3.0,3.0,3,2.0,6.0,1
1831,1,0.0,20,0.0,2.0,1.0,3,5.0,4.0,4
1832,0,0.0,42,1.0,1.0,12.0,3,2.0,4.0,1
1833,0,1.0,38,0.0,4.0,1.0,1,5.0,6.0,2
1834,0,0.0,52,1.0,4.0,3.0,3,1.0,6.0,1
1835,0,1.0,48,1.0,8.0,9.0,3,1.0,6.0,4
1836,1,1.0,37,1.0,3.0,5.0,2,2.0,6.0,3
1837,1,0.0,27,0.0,5.0,1.0,3,3.0,6.0,2
1838,1,1.0,48,0.0,1.0,3.0,2,4.0,6.0,2
1839,0,0.0,25,1.0,8.0,5.0,3,2.0,4.0,4
1840,0,0.0,56,1.0,5.0,3.0,3,1.0,6.0,1
1841,0,1.0,68,0.0,6.0,1.0,3,1.0,6.0,4
1843,1,0.0,43,1.0,1.0,1.0,3,2.0,2.0,2
1844,1,1.0,52,1.0,6.0,8.0,1,2.0,6.0,3
1845,1,1.0,50,0.0,7.0,0.0,2,5.0,6.0,2
1846,1,0.0,41,1.0,3.0,0.0,3,1.0,4.0,4
1847,1,1.0,40,1.0,3.0,8.0,2,2.0,6.0,2
1848,1,0.0,32,1.0,2.0,8.0,3,2.0,4.0,4
1849,1,1.0,57,1.0,9.0,5.0,1,2.0,6.0,1
1850,0,0.0,25,1.0,1.0,13.0,3,2.0,6.0,3
1851,1,1.0,74,0.0,6.0,0.0,1,2.0,6.0,1
1853,0,0.0,50,1.0,1.0,1.0,3,1.0,6.0,4
1854,1,1.0,50,1.0,1.0,0.0,2,2.0,3.0,2
1856,1,0.0,29,1.0,1.0,0.0,3,1.0,6.0,1
1857,1,1.0,38,0.0,7.0,9.0,1,5.0,6.0,2
1858,0,1.0,82,0.0,6.0,0.0,3,1.0,6.0,1
1859,0,1.0,50,0.0,4.0,0.0,3,3.0,7.0,2
1860,1,1.0,56,1.0,1.0,0.0,1,2.0,6.0,2
1861,1,0.0,19,0.0,2.0,4.0,3,3.0,2.0,4
1862,1,1.0,29,0.0,7.0,12.0,3,3.0,6.0,2
1863,1,0.0,26,1.0,5.0,1.0,3,3.0,6.0,4
1864,0,0.0,31,0.0,5.0,1.0,3,5.0,3.0,3
1865,1,1.0,42,1.0,1.0,0.0,2,2.0,6.0,1
1866,0,0.0,33,1.0,5.0,1.0,3,1.0,6.0,2
1867,1,1.0,35,0.0,2.0,1.0,3,5.0,6.0,4
1868,0,1.0,46,0.0,4.0,0.0,1,3.0,4.0,1
1869,0,0.0,67,1.0,1.0,0.0,3,2.0,6.0,2
1870,0,0.0,35,0.0,1.0,7.0,3,2.0,6.0,4
1871,1,0.0,28,0.0,5.0,8.0,3,3.0,6.0,1
1872,0,0.0,43,0.0,5.0,8.0,3,1.0,4.0,4
1873,0,1.0,73,1.0,1.0,0.0,2,3.0,1.0,3
1874,0,0.0,21,0.0,2.0,8.0,3,4.0,6.0,4
1875,0,0.0,32,0.0,5.0,1.0,3,3.0,4.0,4
1876,1,0.0,32,1.0,1.0,13.0,3,3.0,6.0,1
1877,1,0.0,25,0.0,9.0,14.0,3,3.0,5.0,1
1878,0,0.0,40,1.0,1.0,5.0,3,1.0,6.0,1
1880,1,1.0,48,1.0,7.0,5.0,1,5.0,6.0,2
1881,0,0.0,36,1.0,1.0,3.0,3,3.0,6.0,3
1882,1,0.0,27,0.0,2.0,1.0,3,3.0,6.0,4
1883,0,1.0,82,0.0,3.0,0.0,1,2.0,6.0,2
1884,1,0.0,23,0.0,2.0,9.0,3,4.0,6.0,4
1885,1,0.0,30,1.0,3.0,14.0,3,3.0,6.0,4
1886,1,0.0,30,1.0,3.0,8.0,3,4.0,6.0,1
1887,1,0.0,30,1.0,2.0,1.0,3,3.0,6.0,4
1888,1,0.0,28,1.0,3.0,1.0,3,5.0,6.0,3
1889,1,1.0,60,1.0,1.0,0.0,3,2.0,4.0,1
1890,0,1.0,52,1.0,1.0,1.0,2,2.0,6.0,3
1891,0,0.0,19,0.0,2.0,0.0,3,2.0,6.0,4
1892,1,1.0,40,0.0,7.0,1.0,3,5.0,5.0,4
1893,1,0.0,38,1.0,3.0,8.0,3,1.0,6.0,4
1894,0,1.0,71,1.0,3.0,1.0,2,2.0,6.0,2
1895,0,0.0,40,1.0,4.0,1.0,3,3.0,3.0,2
1898,0,1.0,39,0.0,4.0,1.0,2,4.0,4.0,2
1899,1,1.0,41,1.0,7.0,0.0,3,4.0,6.0,2
1900,0,0.0,22,0.0,2.0,0.0,3,3.0,2.0,4
1901,0,1.0,49,1.0,1.0,3.0,3,2.0,6.0,2
1902,0,1.0,26,1.0,2.0,8.0,3,2.0,3.0,4
1903,0,0.0,27,0.0,4.0,0.0,3,2.0,3.0,4
1904,0,0.0,50,0.0,3.0,8.0,3,2.0,6.0,1
1905,0,1.0,37,1.0,9.0,5.0,3,2.0,4.0,4
1906,1,0.0,43,1.0,8.0,0.0,3,2.0,6.0,1
1907,1,0.0,35,1.0,3.0,13.0,3,1.0,6.0,4
1908,0,1.0,50,1.0,1.0,1.0,3,1.0,6.0,3
1909,1,0.0,31,1.0,1.0,7.0,3,1.0,4.0,1
1910,0,0.0,20,0.0,2.0,0.0,3,2.0,6.0,4
1911,1,1.0,66,1.0,3.0,1.0,2,2.0,6.0,3
1912,1,1.0,37,1.0,2.0,1.0,2,2.0,4.0,1
1913,1,1.0,52,1.0,1.0,2.0,2,2.0,6.0,3
1914,1,1.0,45,1.0,7.0,7.0,1,5.0,6.0,3
1915,0,0.0,27,1.0,2.0,2.0,3,6.0,6.0,4
1916,0,1.0,46,1.0,1.0,1.0,1,4.0,6.0,3
1917,0,1.0,43,0.0,5.0,9.0,3,1.0,2.0,1
1918,0,0.0,32,0.0,5.0,8.0,3,6.0,6.0,3
1919,1,1.0,87,1.0,6.0,9.0,3,4.0,6.0,3
1920,1,0.0,59,1.0,1.0,1.0,3,2.0,6.0,2
1921,1,1.0,63,1.0,1.0,1.0,2,3.0,6.0,3
1922,1,0.0,47,1.0,1.0,0.0,3,1.0,6.0,2
1923,0,1.0,45,1.0,1.0,9.0,3,2.0,6.0,3
1924,1,1.0,79,0.0,6.0,0.0,3,1.0,6.0,4
1925,1,1.0,65,0.0,3.0,1.0,1,2.0,6.0,2
1926,0,0.0,38,1.0,2.0,0.0,3,2.0,6.0,2
1927,1,0.0,20,0.0,2.0,2.0,3,3.0,4.0,4
1928,0,1.0,36,1.0,1.0,1.0,3,2.0,6.0,3
1930,1,1.0,56,0.0,2.0,0.0,1,4.0,7.0,2
1931,0,0.0,32,1.0,5.0,5.0,3,3.0,4.0,1
1934,0,1.0,38,1.0,1.0,7.0,2,3.0,1.0,2
1935,0,1.0,49,1.0,1.0,0.0,1,4.0,6.0,3
1936,0,0.0,33,0.0,5.0,0.0,3,1.0,3.0,4
1937,0,1.0,57,1.0,1.0,1.0,1,2.0,6.0,3
1938,0,1.0,65,1.0,6.0,2.0,3,6.0,1.0,4
1939,1,1.0,36,1.0,3.0,0.0,2,2.0,6.0,3
1940,0,1.0,43,0.0,4.0,4.0,2,7.0,4.0,1
1941,0,0.0,18,0.0,3.0,1.0,3,5.0,2.0,3
1942,0,1.0,43,0.0,4.0,1.0,2,2.0,6.0,2
1943,1,1.0,75,1.0,6.0,0.0,3,1.0,6.0,1
1944,1,1.0,39,1.0,2.0,11.0,2,2.0,6.0,2
1945,1,1.0,61,1.0,1.0,2.0,3,2.0,6.0,2
1946,1,0.0,26,1.0,4.0,0.0,3,5.0,4.0,3
1947,1,1.0,52,1.0,1.0,7.0,2,4.0,6.0,2
1948,1,1.0,50,1.0,1.0,1.0,3,1.0,6.0,2
1949,0,0.0,51,1.0,1.0,1.0,3,1.0,4.0,2
1950,1,1.0,50,0.0,1.0,1.0,2,3.0,6.0,3
1951,1,1.0,53,1.0,7.0,9.0,1,5.0,4.0,2
1952,1,1.0,40,0.0,7.0,5.0,3,4.0,6.0,4
1953,0,0.0,26,0.0,2.0,0.0,3,3.0,5.0,2
1954,1,0.0,32,0.0,3.0,9.0,3,4.0,6.0,1
1955,0,0.0,22,0.0,2.0,5.0,3,3.0,2.0,4
1956,0,1.0,36,1.0,1.0,1.0,2,4.0,6.0,2
1957,0,1.0,69,0.0,5.0,0.0,3,1.0,3.0,1
1958,0,0.0,39,1.0,3.0,1.0,3,2.0,4.0,1
1959,0,1.0,81,0.0,5.0,0.0,1,2.0,6.0,1
1960,0,0.0,28,0.0,2.0,9.0,3,2.0,6.0,4
1961,1,0.0,28,1.0,2.0,6.0,3,5.0,2.0,4
1962,1,0.0,52,1.0,3.0,1.0,3,5.0,4.0,2
1963,0,1.0,40,1.0,1.0,4.0,2,5.0,6.0,2
1964,0,1.0,37,0.0,1.0,0.0,2,2.0,4.0,4
1965,1,0.0,26,0.0,8.0,1.0,3,5.0,6.0,4
1966,0,0.0,31,0.0,9.0,8.0,3,1.0,6.0,1
1967,0,1.0,68,1.0,6.0,0.0,3,2.0,6.0,3
1969,0,1.0,56,1.0,1.0,1.0,2,6.0,5.0,3
1970,1,1.0,37,0.0,3.0,1.0,3,2.0,6.0,1
1971,1,1.0,58,1.0,1.0,1.0,3,1.0,6.0,4
1972,1,0.0,33,1.0,1.0,7.0,3,1.0,6.0,1
1973,0,0.0,31,0.0,9.0,8.0,3,1.0,4.0,4
1974,0,0.0,27,1.0,2.0,0.0,3,3.0,2.0,2
1975,1,0.0,25,0.0,2.0,7.0,3,4.0,4.0,4
1976,1,1.0,51,1.0,3.0,1.0,2,2.0,6.0,2
1977,1,1.0,37,0.0,4.0,8.0,2,3.0,4.0,4
1978,1,1.0,69,1.0,7.0,1.0,2,4.0,6.0,2
1979,0,1.0,45,0.0,5.0,1.0,3,1.0,6.0,1
1980,1,1.0,38,1.0,1.0,0.0,3,2.0,6.0,3
1982,0,0.0,32,1.0,2.0,6.0,3,3.0,6.0,4
1983,1,0.0,31,1.0,1.0,1.0,3,5.0,6.0,3
1984,1,0.0,19,0.0,2.0,13.0,3,3.0,3.0,4
1985,1,1.0,41,1.0,3.0,0.0,2,3.0,4.0,3
1987,1,0.0,23,0.0,2.0,0.0,3,6.0,3.0,4
1988,1,1.0,65,0.0,3.0,0.0,2,2.0,6.0,3
1989,1,0.0,31,0.0,7.0,4.0,3,5.0,1.0,4
1990,0,1.0,73,0.0,1.0,1.0,1,2.0,6.0,3
1991,1,1.0,42,1.0,5.0,9.0,3,2.0,6.0,3
1992,1,0.0,47,1.0,1.0,0.0,3,1.0,3.0,2
1993,0,0.0,19,0.0,2.0,0.0,3,5.0,2.0,4
1994,1,1.0,45,0.0,7.0,3.0,3,9.0,4.0,4
1995,0,0.0,28,1.0,3.0,0.0,3,3.0,6.0,4
1996,0,1.0,50,1.0,4.0,1.0,2,4.0,4.0,2
1997,1,0.0,26,1.0,2.0,8.0,3,2.0,6.0,3
1998,1,1.0,82,1.0,6.0,0.0,3,1.0,6.0,2
1999,1,1.0,33,1.0,2.0,0.0,3,2.0,7.0,1
2000,1,0.0,50,0.0,8.0,1.0,3,2.0,7.0,3
2001,1,1.0,83,0.0,6.0,0.0,3,1.0,6.0,4
2002,0,0.0,37,1.0,1.0,9.0,3,1.0,6.0,2
2003,1,1.0,37,1.0,1.0,6.0,2,2.0,3.0,1
2004,1,1.0,55,0.0,6.0,1.0,1,3.0,6.0,3
2005,1,1.0,61,1.0,1.0,0.0,3,2.0,3.0,3
2006,0,1.0,39,1.0,1.0,3.0,3,1.0,6.0,2
2007,1,1.0,40,1.0,1.0,0.0,3,2.0,6.0,3
2008,1,1.0,55,1.0,1.0,2.0,3,1.0,6.0,2
2009,1,1.0,50,1.0,2.0,1.0,2,1.0,6.0,4
2010,1,0.0,26,1.0,5.0,13.0,3,3.0,6.0,4
2011,0,0.0,53,1.0,1.0,1.0,3,1.0,6.0,3
2012,0,0.0,32,1.0,1.0,7.0,3,3.0,6.0,1
2014,1,0.0,30,0.0,2.0,0.0,3,4.0,6.0,2
2015,0,0.0,31,1.0,5.0,0.0,3,4.0,3.0,1
2016,1,1.0,47,1.0,1.0,4.0,3,1.0,3.0,1
2017,1,1.0,49,1.0,1.0,3.0,2,2.0,6.0,3
2018,1,1.0,37,1.0,7.0,1.0,1,3.0,6.0,2
2019,1,1.0,47,1.0,1.0,13.0,2,4.0,6.0,3
2020,1,1.0,52,1.0,7.0,0.0,1,2.0,6.0,3
2022,1,1.0,47,0.0,7.0,1.0,1,6.0,6.0,3
2024,0,0.0,29,0.0,4.0,9.0,3,4.0,4.0,1
2025,0,0.0,33,1.0,4.0,10.0,3,1.0,6.0,1
