,Пол,Семейное_положение,Возраст,Высшее_образование,Профессия,Опыт_работы,Уровень_расходов,Размер_семьи,Анонимная_категория,Целевая_категория
1532,1,,55,1.0,4.0,0.0,2,2.0,4.0,2
1533,0,0.0,48,1.0,3.0,1.0,3,,4.0,3
1534,1,1.0,27,1.0,3.0,0.0,3,4.0,7.0,4
1535,0,1.0,43,1.0,1.0,1.0,3,1.0,1.0,1
1536,0,1.0,50,1.0,4.0,0.0,3,,6.0,2
1537,1,0.0,29,0.0,2.0,1.0,3,3.0,6.0,4
1538,1,1.0,73,1.0,1.0,1.0,2,,3.0,3
1539,0,1.0,57,0.0,4.0,8.0,3,1.0,6.0,2
1540,0,1.0,47,0.0,4.0,8.0,3,1.0,3.0,1
1541,0,1.0,32,1.0,7.0,4.0,1,3.0,7.0,3
1542,0,1.0,25,1.0,3.0,0.0,2,2.0,1.0,1
1543,0,1.0,79,1.0,6.0,1.0,1,2.0,4.0,2
1544,0,0.0,41,1.0,1.0,0.0,3,1.0,6.0,1
1545,1,1.0,36,1.0,1.0,4.0,2,2.0,6.0,3
1546,1,0.0,19,0.0,2.0,1.0,3,9.0,7.0,4
1547,0,1.0,49,0.0,4.0,,2,5.0,4.0,1
1548,1,1.0,26,0.0,3.0,0.0,1,2.0,6.0,4
1549,1,0.0,28,1.0,1.0,13.0,3,2.0,6.0,1
1550,1,0.0,84,0.0,1.0,0.0,3,1.0,6.0,4
1551,1,1.0,81,0.0,6.0,1.0,3,2.0,6.0,4
1552,0,0.0,35,1.0,2.0,1.0,3,1.0,6.0,4
1553,1,1.0,55,1.0,5.0,0.0,2,2.0,6.0,3
1554,1,1.0,50,0.0,7.0,0.0,1,5.0,6.0,2
1555,1,1.0,78,1.0,6.0,0.0,3,5.0,6.0,1
1556,1,1.0,36,0.0,3.0,0.0,2,4.0,4.0,1
1557,1,0.0,47,1.0,8.0,1.0,3,1.0,6.0,1
1558,1,1.0,48,0.0,3.0,6.0,2,5.0,4.0,2
1559,0,1.0,69,1.0,8.0,1.0,3,2.0,6.0,3
1560,1,1.0,38,0.0,8.0,0.0,1,4.0,7.0,2
1561,1,1.0,36,1.0,1.0,1.0,2,4.0,6.0,3
1562,0,1.0,52,0.0,4.0,9.0,2,4.0,4.0,2
1563,1,0.0,46,1.0,1.0,0.0,3,1.0,6.0,2
1564,1,0.0,18,0.0,8.0,1.0,3,6.0,3.0,4
1565,0,0.0,22,0.0,2.0,0.0,3,4.0,6.0,4
1566,1,0.0,18,0.0,5.0,1.0,3,6.0,6.0,2
1567,1,1.0,30,0.0,9.0,1.0,2,3.0,6.0,4
1568,1,0.0,32,1.0,4.0,,3,3.0,6.0,4
1569,1,1.0,43,0.0,1.0,7.0,1,4.0,6.0,2
1570,0,1.0,49,1.0,1.0,1.0,2,3.0,6.0,3
1571,0,0.0,40,1.0,9.0,9.0,3,2.0,6.0,1
1572,1,1.0,55,1.0,1.0,0.0,2,3.0,6.0,3
1573,0,0.0,33,0.0,2.0,1.0,3,7.0,4.0,2
1574,1,0.0,31,1.0,2.0,1.0,3,5.0,6.0,4
1575,0,0.0,35,1.0,2.0,3.0,3,6.0,2.0,4
1576,1,0.0,40,1.0,2.0,8.0,3,3.0,2.0,4
1577,1,1.0,69,0.0,1.0,0.0,2,3.0,6.0,2
1578,0,1.0,46,1.0,1.0,1.0,3,4.0,4.0,2
1579,0,1.0,63,1.0,8.0,0.0,3,2.0,6.0,4
1580,0,0.0,50,0.0,1.0,0.0,3,,2.0,1
1581,1,1.0,61,1.0,1.0,1.0,2,2.0,6.0,2
1582,0,0.0,50,0.0,4.0,1.0,3,1.0,3.0,1
1583,0,0.0,25,1.0,8.0,2.0,3,,4.0,1
1584,1,1.0,53,1.0,1.0,0.0,1,3.0,6.0,3
1585,0,1.0,35,1.0,4.0,0.0,2,2.0,6.0,2
1586,1,0.0,19,0.0,2.0,7.0,3,3.0,6.0,4
1587,1,0.0,26,0.0,2.0,3.0,3,4.0,3.0,4
1588,0,1.0,38,0.0,4.0,0.0,2,4.0,6.0,2
1589,0,0.0,26,0.0,1.0,1.0,3,1.0,6.0,4
1590,1,1.0,39,1.0,2.0,0.0,1,3.0,6.0,3
1591,1,1.0,39,1.0,3.0,1.0,3,4.0,4.0,1
1592,0,1.0,72,1.0,9.0,1.0,3,,6.0,2
1593,0,0.0,45,1.0,1.0,2.0,3,1.0,6.0,1
1594,1,1.0,47,0.0,3.0,0.0,2,4.0,6.0,3
1595,0,0.0,30,1.0,3.0,0.0,3,5.0,2.0,1
1596,1,1.0,48,0.0,7.0,5.0,1,2.0,4.0,1
1597,0,1.0,76,1.0,8.0,0.0,3,2.0,6.0,2
1598,1,1.0,71,1.0,3.0,0.0,3,2.0,6.0,1
1599,0,0.0,41,1.0,1.0,0.0,3,1.0,6.0,1
1600,0,0.0,29,0.0,3.0,0.0,3,,4.0,1
1601,1,1.0,57,1.0,1.0,1.0,2,5.0,6.0,3
1602,1,1.0,49,0.0,3.0,0.0,3,1.0,6.0,1
1603,1,1.0,21,0.0,2.0,1.0,1,8.0,4.0,2
1604,1,0.0,18,0.0,2.0,0.0,3,3.0,6.0,4
1605,1,0.0,22,0.0,2.0,,3,3.0,7.0,4
1606,0,0.0,33,0.0,9.0,8.0,3,1.0,6.0,4
1607,1,1.0,53,1.0,3.0,1.0,3,3.0,6.0,1
1608,1,1.0,55,1.0,1.0,1.0,2,2.0,4.0,2
1609,1,1.0,73,1.0,6.0,0.0,1,4.0,6.0,1
1610,1,1.0,89,1.0,7.0,,1,2.0,6.0,3
1611,1,1.0,59,1.0,1.0,0.0,3,2.0,6.0,1
1612,1,0.0,38,1.0,3.0,0.0,3,2.0,6.0,4
1613,0,0.0,42,1.0,1.0,0.0,3,2.0,6.0,3
1614,0,1.0,83,1.0,6.0,1.0,1,2.0,6.0,1
1615,0,0.0,22,0.0,2.0,,3,4.0,3.0,4
1616,1,1.0,46,0.0,1.0,0.0,2,4.0,3.0,2
1617,1,1.0,37,1.0,3.0,8.0,2,2.0,6.0,2
1618,0,1.0,42,0.0,4.0,1.0,3,3.0,6.0,1
1619,1,1.0,71,1.0,1.0,0.0,2,2.0,6.0,3
1620,0,0.0,18,0.0,2.0,7.0,3,3.0,6.0,4
1621,0,0.0,41,1.0,1.0,4.0,3,1.0,6.0,4
1622,1,1.0,27,1.0,2.0,0.0,3,5.0,4.0,4
1623,0,0.0,53,0.0,3.0,1.0,3,1.0,4.0,1
1624,0,0.0,28,0.0,2.0,0.0,3,3.0,4.0,2
1625,1,1.0,35,1.0,,3.0,2,2.0,6.0,3
1626,1,0.0,18,0.0,5.0,0.0,3,2.0,5.0,4
1627,1,0.0,19,0.0,2.0,2.0,3,4.0,6.0,4
1628,0,0.0,32,0.0,2.0,0.0,3,4.0,3.0,2
1629,1,0.0,30,0.0,2.0,1.0,3,4.0,2.0,3
1630,1,0.0,36,1.0,5.0,0.0,3,1.0,6.0,2
1631,1,1.0,82,1.0,6.0,5.0,1,2.0,6.0,1
1632,0,1.0,37,1.0,4.0,,3,1.0,3.0,3
1633,1,0.0,45,1.0,1.0,1.0,3,1.0,6.0,1
1634,1,0.0,31,1.0,,6.0,3,1.0,4.0,4
1635,1,1.0,27,1.0,3.0,9.0,3,4.0,6.0,3
1636,0,0.0,18,0.0,2.0,1.0,3,5.0,6.0,4
1637,1,1.0,22,0.0,5.0,1.0,3,4.0,6.0,1
1638,0,0.0,22,0.0,2.0,2.0,3,6.0,6.0,4
1639,0,0.0,42,0.0,9.0,8.0,3,1.0,3.0,4
1640,1,1.0,69,0.0,5.0,1.0,3,1.0,6.0,1
1641,0,1.0,43,1.0,9.0,8.0,1,2.0,6.0,1
1642,0,1.0,89,0.0,6.0,3.0,1,2.0,6.0,1
1643,0,0.0,26,0.0,2.0,1.0,3,4.0,3.0,3
1644,1,0.0,43,1.0,1.0,1.0,3,3.0,6.0,2
1645,1,1.0,30,1.0,3.0,1.0,2,2.0,3.0,3
1646,0,1.0,60,1.0,7.0,0.0,3,2.0,6.0,2
1647,0,1.0,38,1.0,5.0,7.0,1,4.0,3.0,3
1648,0,,29,1.0,9.0,0.0,1,4.0,2.0,2
1649,1,1.0,45,1.0,3.0,0.0,2,2.0,4.0,1
1650,1,0.0,20,0.0,2.0,3.0,3,4.0,4.0,4
1651,0,1.0,51,1.0,8.0,9.0,3,1.0,6.0,1
1652,1,1.0,36,1.0,3.0,1.0,2,4.0,3.0,3
1653,0,0.0,41,0.0,8.0,9.0,3,3.0,3.0,2
1654,1,1.0,46,0.0,3.0,,3,5.0,6.0,4
1655,0,0.0,30,1.0,1.0,9.0,3,1.0,6.0,1
1656,0,0.0,23,0.0,9.0,0.0,3,5.0,5.0,2
1657,1,1.0,39,1.0,2.0,4.0,3,2.0,6.0,2
1658,1,1.0,63,1.0,1.0,0.0,2,4.0,6.0,2
1659,1,1.0,60,1.0,1.0,1.0,2,3.0,6.0,3
1660,1,0.0,20,0.0,2.0,1.0,3,3.0,6.0,4
1661,0,1.0,89,0.0,6.0,1.0,1,2.0,6.0,1
1662,0,,31,,5.0,9.0,1,2.0,4.0,1
1663,1,0.0,43,1.0,7.0,1.0,3,4.0,6.0,1
1664,0,1.0,70,0.0,6.0,3.0,1,2.0,6.0,1
1665,1,0.0,35,1.0,1.0,9.0,3,1.0,6.0,1
1666,1,1.0,42,1.0,1.0,0.0,1,2.0,6.0,2
1667,1,1.0,39,1.0,5.0,6.0,2,2.0,3.0,3
1668,0,1.0,29,1.0,2.0,0.0,3,2.0,6.0,1
1669,0,0.0,38,0.0,9.0,8.0,3,,6.0,1
1670,0,1.0,74,0.0,6.0,1.0,3,1.0,6.0,1
1671,1,1.0,41,1.0,1.0,1.0,3,2.0,6.0,3
1672,1,1.0,51,1.0,3.0,0.0,2,4.0,7.0,3
1673,1,1.0,50,1.0,7.0,1.0,1,3.0,6.0,3
1674,1,0.0,23,0.0,8.0,0.0,3,3.0,6.0,4
1675,1,0.0,36,1.0,1.0,9.0,3,3.0,6.0,1
1676,1,0.0,36,1.0,1.0,8.0,3,1.0,6.0,2
1677,0,1.0,50,1.0,5.0,1.0,3,2.0,6.0,4
1678,1,0.0,23,0.0,2.0,,3,4.0,3.0,4
1679,0,0.0,37,0.0,2.0,1.0,3,1.0,6.0,4
1680,1,1.0,65,1.0,7.0,0.0,1,4.0,6.0,3
1681,0,0.0,26,1.0,2.0,0.0,3,1.0,6.0,4
1682,1,1.0,55,1.0,3.0,1.0,3,3.0,6.0,1
1683,1,1.0,65,1.0,7.0,0.0,1,2.0,6.0,3
1684,0,1.0,72,1.0,6.0,1.0,1,2.0,6.0,1
1685,1,1.0,51,1.0,1.0,7.0,2,2.0,6.0,3
1686,1,0.0,25,1.0,1.0,1.0,3,5.0,6.0,4
1687,1,1.0,38,0.0,7.0,0.0,1,3.0,6.0,3
1688,1,1.0,55,0.0,1.0,,2,2.0,6.0,1
1689,1,1.0,46,0.0,1.0,0.0,2,,6.0,3
1690,0,0.0,39,1.0,1.0,0.0,3,3.0,6.0,2
1691,0,1.0,62,1.0,1.0,0.0,1,2.0,6.0,2
1692,0,1.0,37,1.0,1.0,4.0,2,2.0,2.0,3
1693,0,0.0,28,0.0,4.0,3.0,3,7.0,4.0,1
1694,0,0.0,32,1.0,8.0,1.0,3,6.0,6.0,2
1695,1,0.0,31,1.0,5.0,14.0,3,2.0,7.0,1
1696,0,0.0,31,0.0,2.0,1.0,3,3.0,6.0,4
1697,1,0.0,43,1.0,1.0,8.0,3,,6.0,1
1698,1,1.0,67,1.0,1.0,1.0,2,2.0,6.0,2
1699,0,0.0,72,1.0,6.0,0.0,3,1.0,6.0,3
1700,0,1.0,57,0.0,4.0,0.0,3,3.0,6.0,2
1701,1,,58,0.0,7.0,,1,3.0,6.0,1
1702,1,1.0,36,1.0,3.0,4.0,2,2.0,6.0,2
1703,0,0.0,21,0.0,9.0,9.0,3,1.0,6.0,4
1704,1,1.0,47,0.0,3.0,1.0,2,5.0,6.0,3
1705,0,0.0,25,1.0,3.0,8.0,3,3.0,6.0,4
1706,0,1.0,41,0.0,4.0,9.0,2,2.0,3.0,2
1707,1,0.0,29,1.0,2.0,0.0,3,4.0,6.0,1
1708,1,0.0,21,0.0,2.0,0.0,3,3.0,4.0,4
1709,1,1.0,66,1.0,6.0,0.0,3,1.0,6.0,3
1710,1,1.0,27,1.0,3.0,10.0,3,2.0,6.0,2
1711,0,0.0,27,0.0,9.0,,3,4.0,6.0,3
1712,1,1.0,52,1.0,1.0,4.0,3,1.0,6.0,3
1713,1,1.0,46,1.0,1.0,1.0,2,3.0,6.0,3
1714,0,0.0,23,0.0,2.0,0.0,3,4.0,3.0,4
1715,1,0.0,27,1.0,3.0,0.0,3,5.0,6.0,2
1716,0,1.0,52,1.0,5.0,1.0,3,3.0,4.0,2
1717,1,1.0,65,0.0,1.0,0.0,2,2.0,4.0,1
1718,1,0.0,42,0.0,3.0,,3,3.0,3.0,4
1719,1,1.0,59,0.0,3.0,1.0,3,2.0,6.0,1
1720,0,1.0,45,1.0,6.0,0.0,3,1.0,6.0,2
1721,1,1.0,18,0.0,7.0,,2,,3.0,4
1722,0,1.0,61,0.0,4.0,1.0,1,3.0,4.0,2
1723,0,1.0,53,1.0,1.0,1.0,2,4.0,3.0,3
1724,0,1.0,37,1.0,5.0,1.0,2,2.0,6.0,3
1725,1,1.0,63,1.0,7.0,0.0,1,5.0,6.0,4
1726,0,0.0,33,0.0,8.0,,3,5.0,4.0,4
1727,0,1.0,50,1.0,1.0,1.0,3,3.0,4.0,3
1728,0,1.0,62,1.0,1.0,1.0,3,2.0,6.0,3
1729,1,1.0,49,1.0,1.0,1.0,2,8.0,4.0,3
1730,1,1.0,46,1.0,9.0,6.0,2,3.0,3.0,3
1731,1,0.0,27,,5.0,0.0,3,,2.0,1
1732,1,1.0,53,1.0,7.0,1.0,1,4.0,6.0,3
1733,0,1.0,42,1.0,1.0,2.0,1,2.0,6.0,3
1734,0,1.0,28,1.0,1.0,0.0,3,1.0,5.0,1
1735,0,1.0,49,1.0,4.0,1.0,2,4.0,6.0,2
1736,1,1.0,35,1.0,1.0,1.0,2,2.0,6.0,2
1737,0,1.0,27,0.0,5.0,0.0,3,,3.0,3
1738,1,1.0,58,1.0,6.0,0.0,1,2.0,6.0,2
1739,1,1.0,41,0.0,1.0,8.0,2,2.0,6.0,3
1740,1,1.0,32,1.0,3.0,9.0,2,2.0,6.0,4
1741,1,0.0,33,0.0,3.0,0.0,3,2.0,6.0,1
1742,1,1.0,69,0.0,3.0,0.0,3,5.0,3.0,1
1743,0,0.0,31,0.0,5.0,6.0,3,4.0,6.0,4
1744,0,1.0,68,0.0,6.0,,1,3.0,6.0,4
1745,0,0.0,39,0.0,4.0,4.0,3,3.0,3.0,4
1746,0,0.0,21,0.0,2.0,1.0,3,5.0,4.0,4
1747,0,1.0,39,0.0,1.0,,2,3.0,6.0,2
1748,0,1.0,41,1.0,1.0,9.0,3,1.0,6.0,3
1749,1,1.0,49,1.0,1.0,1.0,2,4.0,6.0,3
1750,0,1.0,38,1.0,7.0,0.0,2,2.0,6.0,1
1751,0,1.0,36,1.0,7.0,,1,,3.0,1
1752,0,1.0,52,1.0,1.0,9.0,3,4.0,6.0,3
1753,0,0.0,46,1.0,1.0,6.0,3,2.0,6.0,3
1754,1,0.0,28,0.0,5.0,4.0,3,3.0,6.0,3
1755,0,1.0,55,1.0,1.0,0.0,1,5.0,6.0,2
1756,0,0.0,41,1.0,2.0,1.0,3,1.0,6.0,4
1757,1,1.0,47,0.0,7.0,0.0,1,2.0,7.0,2
1758,1,1.0,52,1.0,1.0,0.0,3,3.0,4.0,1
1759,0,1.0,45,1.0,1.0,4.0,1,4.0,6.0,3
1760,1,0.0,32,0.0,2.0,,3,3.0,6.0,4
1761,1,1.0,78,1.0,6.0,1.0,3,1.0,6.0,2
1762,1,0.0,45,,1.0,0.0,3,1.0,6.0,3
1763,1,1.0,39,0.0,7.0,,2,7.0,4.0,4
1764,1,1.0,38,0.0,5.0,0.0,1,4.0,6.0,4
1765,0,1.0,50,1.0,1.0,1.0,2,4.0,6.0,3
1766,0,1.0,53,1.0,4.0,8.0,1,4.0,6.0,1
1767,1,0.0,43,1.0,1.0,1.0,3,1.0,3.0,1
1768,1,1.0,59,1.0,1.0,1.0,2,3.0,6.0,3
1769,0,0.0,38,0.0,3.0,8.0,3,2.0,6.0,2
1770,1,1.0,42,1.0,1.0,2.0,2,2.0,6.0,3
1771,1,1.0,65,1.0,1.0,0.0,2,2.0,6.0,3
1772,1,1.0,79,1.0,6.0,0.0,3,2.0,6.0,1
1773,0,0.0,41,1.0,1.0,1.0,3,1.0,4.0,4
1774,1,1.0,42,1.0,3.0,9.0,3,2.0,6.0,1
1775,1,1.0,28,0.0,7.0,,3,7.0,4.0,1
1776,1,1.0,49,1.0,5.0,1.0,2,2.0,6.0,3
1777,1,1.0,58,1.0,1.0,1.0,3,2.0,7.0,2
1778,1,1.0,69,1.0,6.0,0.0,1,3.0,6.0,1
1779,0,0.0,35,1.0,1.0,3.0,3,1.0,6.0,3
1780,0,1.0,47,0.0,4.0,0.0,1,2.0,4.0,1
1781,0,0.0,25,1.0,8.0,12.0,3,1.0,6.0,4
1782,0,1.0,38,1.0,9.0,0.0,3,2.0,4.0,1
1783,0,0.0,25,0.0,4.0,8.0,3,3.0,6.0,4
1784,1,1.0,76,0.0,6.0,0.0,3,1.0,6.0,1
1785,0,0.0,23,0.0,2.0,0.0,3,5.0,5.0,4
1786,1,0.0,38,1.0,8.0,3.0,3,,6.0,4
1787,0,1.0,49,1.0,1.0,0.0,2,3.0,6.0,3
1788,0,1.0,56,1.0,,1.0,3,1.0,6.0,2
1789,0,1.0,71,1.0,1.0,1.0,1,2.0,6.0,3
1790,0,0.0,39,0.0,4.0,0.0,3,3.0,3.0,1
1791,0,0.0,41,1.0,1.0,8.0,3,3.0,6.0,1
1792,1,1.0,66,0.0,6.0,1.0,3,,4.0,4
1793,0,1.0,27,0.0,9.0,10.0,3,1.0,6.0,4
1794,0,0.0,23,0.0,2.0,,3,3.0,6.0,4
1795,0,1.0,35,1.0,1.0,2.0,2,2.0,6.0,3
1796,0,1.0,33,0.0,1.0,,3,2.0,1.0,2
1797,0,0.0,21,0.0,7.0,8.0,3,,7.0,4
1798,0,1.0,49,0.0,4.0,0.0,3,1.0,6.0,1
1799,1,1.0,42,0.0,4.0,9.0,3,3.0,6.0,4
1800,1,0.0,39,1.0,1.0,0.0,3,1.0,6.0,1
1801,1,1.0,68,1.0,6.0,8.0,3,1.0,5.0,1
1802,1,1.0,57,1.0,1.0,1.0,3,1.0,6.0,1
1803,1,0.0,38,1.0,1.0,0.0,3,1.0,6.0,1
1804,0,1.0,35,0.0,4.0,2.0,2,5.0,4.0,4
1805,0,1.0,41,1.0,8.0,0.0,3,3.0,6.0,4
1806,1,1.0,40,1.0,1.0,0.0,2,4.0,4.0,3
1807,0,0.0,32,1.0,2.0,,3,3.0,3.0,3
1808,1,1.0,53,1.0,1.0,0.0,2,4.0,6.0,2
1809,0,1.0,38,1.0,9.0,8.0,2,3.0,6.0,2
1810,0,1.0,68,0.0,8.0,0.0,3,2.0,6.0,4
1811,1,0.0,30,0.0,7.0,1.0,3,2.0,6.0,4
1812,1,1.0,52,0.0,3.0,4.0,2,5.0,6.0,3
1813,1,1.0,80,1.0,6.0,1.0,3,1.0,6.0,1
1814,0,0.0,31,1.0,2.0,1.0,3,7.0,6.0,1
1815,0,1.0,38,0.0,7.0,,2,4.0,4.0,1
1816,1,1.0,87,0.0,7.0,0.0,1,2.0,6.0,3
1817,1,0.0,23,0.0,2.0,1.0,3,4.0,6.0,4
1818,1,0.0,45,1.0,1.0,5.0,3,1.0,4.0,3
1819,1,1.0,36,1.0,1.0,9.0,2,4.0,7.0,1
1820,1,1.0,41,0.0,7.0,1.0,1,2.0,4.0,2
1821,0,1.0,48,1.0,1.0,0.0,3,4.0,6.0,3
1822,1,1.0,70,1.0,7.0,1.0,1,5.0,3.0,2
1823,0,1.0,84,1.0,6.0,3.0,1,2.0,6.0,1
1824,1,1.0,39,1.0,2.0,11.0,2,2.0,2.0,4
1825,0,0.0,39,1.0,1.0,0.0,3,1.0,6.0,1
1826,1,1.0,50,1.0,1.0,1.0,2,4.0,6.0,3
1827,1,1.0,40,1.0,5.0,1.0,3,5.0,6.0,1
1828,1,1.0,39,1.0,1.0,,2,2.0,4.0,3
1829,1,1.0,38,1.0,1.0,4.0,2,3.0,6.0,3
1830,1,1.0,71,0.0,6.0,1.0,1,2.0,6.0,2
1831,0,0.0,35,1.0,1.0,10.0,3,1.0,6.0,1
1832,1,1.0,27,1.0,2.0,5.0,3,5.0,6.0,4
1833,1,1.0,33,0.0,2.0,8.0,2,3.0,6.0,3
1834,1,1.0,37,0.0,1.0,,2,3.0,4.0,2
1835,1,1.0,74,1.0,6.0,1.0,1,2.0,6.0,2
1836,1,0.0,20,0.0,8.0,0.0,3,2.0,6.0,4
1837,0,1.0,30,0.0,3.0,1.0,1,4.0,5.0,4
1838,1,0.0,22,0.0,5.0,0.0,3,4.0,6.0,2
1839,0,0.0,43,1.0,9.0,9.0,3,1.0,6.0,1
1840,1,0.0,36,1.0,1.0,11.0,3,2.0,6.0,3
1841,1,0.0,29,1.0,2.0,4.0,3,2.0,6.0,3
1842,0,0.0,43,1.0,3.0,0.0,3,6.0,6.0,1
1843,1,0.0,38,1.0,3.0,7.0,3,1.0,6.0,4
1844,0,1.0,40,1.0,1.0,5.0,1,5.0,,2
1845,0,1.0,68,1.0,6.0,9.0,1,4.0,6.0,3
1846,1,1.0,57,1.0,1.0,1.0,2,,6.0,3
1847,0,0.0,35,1.0,3.0,9.0,3,2.0,6.0,1
1848,0,0.0,23,0.0,5.0,7.0,3,4.0,2.0,3
1849,1,0.0,50,1.0,1.0,1.0,3,1.0,6.0,2
1850,0,0.0,32,1.0,5.0,0.0,3,5.0,6.0,4
1851,1,1.0,59,1.0,3.0,9.0,3,1.0,6.0,1
1852,0,0.0,30,1.0,2.0,3.0,3,5.0,6.0,2
1853,0,0.0,35,1.0,1.0,0.0,3,1.0,6.0,1
1854,1,0.0,48,1.0,2.0,1.0,3,2.0,6.0,4
1855,1,0.0,29,0.0,2.0,9.0,3,4.0,3.0,4
1856,0,1.0,40,1.0,1.0,1.0,2,2.0,6.0,3
1857,1,1.0,38,1.0,1.0,1.0,2,3.0,2.0,3
1858,1,1.0,36,0.0,4.0,0.0,3,1.0,6.0,4
1859,1,0.0,20,0.0,2.0,0.0,3,4.0,6.0,4
1860,1,0.0,29,0.0,2.0,6.0,3,3.0,6.0,3
1861,1,1.0,42,0.0,7.0,3.0,1,3.0,4.0,1
1862,0,1.0,35,1.0,3.0,1.0,3,1.0,6.0,4
1863,0,1.0,37,0.0,4.0,1.0,2,6.0,4.0,2
1864,0,1.0,52,0.0,1.0,0.0,2,4.0,6.0,3
1865,1,0.0,53,1.0,1.0,0.0,3,2.0,4.0,3
1866,1,1.0,30,0.0,1.0,9.0,1,6.0,2.0,1
1867,0,1.0,65,1.0,1.0,1.0,3,2.0,6.0,2
1868,0,0.0,23,0.0,2.0,1.0,3,3.0,6.0,4
1869,0,0.0,32,0.0,3.0,0.0,3,3.0,4.0,3
1870,0,0.0,36,1.0,9.0,9.0,3,1.0,2.0,1
1871,1,0.0,27,0.0,3.0,1.0,3,3.0,4.0,2
1872,1,1.0,36,1.0,7.0,0.0,3,2.0,3.0,2
1873,1,0.0,37,1.0,1.0,12.0,3,1.0,6.0,2
1874,1,0.0,29,0.0,3.0,0.0,3,3.0,6.0,4
1875,1,0.0,29,1.0,7.0,0.0,3,5.0,6.0,3
1876,1,0.0,27,1.0,5.0,1.0,3,6.0,4.0,4
1877,0,0.0,35,1.0,4.0,2.0,3,1.0,7.0,2
1878,1,0.0,40,1.0,1.0,1.0,3,1.0,6.0,1
1879,1,0.0,37,1.0,3.0,6.0,3,4.0,2.0,1
1880,1,0.0,19,0.0,2.0,0.0,3,5.0,4.0,4
1881,1,0.0,29,1.0,2.0,0.0,3,4.0,6.0,4
1882,0,1.0,53,1.0,1.0,0.0,2,2.0,3.0,3
1883,1,0.0,25,1.0,2.0,0.0,3,,3.0,4
1884,0,1.0,38,1.0,,1.0,3,1.0,3.0,3
1885,1,1.0,48,1.0,1.0,,3,6.0,6.0,2
1886,0,0.0,26,0.0,4.0,4.0,3,1.0,7.0,1
1887,0,0.0,30,1.0,2.0,0.0,3,4.0,6.0,4
1888,1,0.0,30,0.0,3.0,1.0,3,2.0,4.0,4
1889,1,1.0,69,0.0,7.0,1.0,1,3.0,6.0,2
1890,1,1.0,57,1.0,1.0,0.0,3,1.0,3.0,1
1891,0,1.0,56,1.0,1.0,4.0,2,2.0,6.0,3
1892,1,0.0,27,1.0,2.0,8.0,3,4.0,6.0,4
1893,1,0.0,21,0.0,2.0,0.0,3,6.0,4.0,4
1894,0,1.0,71,1.0,1.0,0.0,1,4.0,1.0,2
1895,0,0.0,39,1.0,3.0,8.0,3,4.0,4.0,4
1896,0,1.0,87,1.0,6.0,1.0,1,2.0,6.0,1
1897,1,1.0,59,0.0,3.0,6.0,2,3.0,3.0,2
1898,1,0.0,32,1.0,8.0,8.0,3,1.0,6.0,4
1899,1,1.0,40,0.0,7.0,7.0,3,4.0,6.0,1
1900,0,1.0,58,1.0,1.0,0.0,1,3.0,,2
1901,1,0.0,19,0.0,2.0,,3,5.0,4.0,4
1902,0,0.0,31,1.0,8.0,0.0,3,9.0,7.0,4
1903,1,0.0,31,0.0,2.0,,3,4.0,6.0,2
1904,0,1.0,43,0.0,4.0,,2,2.0,4.0,4
1905,1,1.0,47,0.0,,1.0,3,5.0,3.0,1
1906,1,0.0,35,0.0,8.0,0.0,3,4.0,4.0,4
1907,0,1.0,46,1.0,1.0,8.0,2,2.0,6.0,3
1908,1,1.0,69,1.0,1.0,1.0,3,2.0,6.0,1
1909,1,1.0,69,1.0,5.0,0.0,1,3.0,6.0,3
1910,0,1.0,45,1.0,3.0,3.0,2,5.0,3.0,2
1911,1,1.0,38,1.0,1.0,0.0,3,4.0,6.0,1
1912,1,1.0,39,1.0,7.0,5.0,1,3.0,6.0,3
1913,1,1.0,65,1.0,1.0,4.0,3,,6.0,2
1914,0,0.0,23,0.0,2.0,2.0,3,5.0,6.0,4
1915,0,1.0,58,0.0,4.0,0.0,2,6.0,4.0,1
1916,1,1.0,84,1.0,3.0,0.0,1,2.0,6.0,4
1917,1,1.0,35,1.0,1.0,5.0,2,2.0,6.0,3
1918,0,0.0,22,0.0,2.0,1.0,3,2.0,6.0,4
1919,1,0.0,30,0.0,7.0,,3,4.0,6.0,4
1920,1,0.0,23,0.0,2.0,0.0,3,2.0,4.0,4
1921,0,0.0,41,1.0,1.0,3.0,3,3.0,6.0,4
1922,1,1.0,50,1.0,7.0,4.0,1,3.0,6.0,3
1923,1,1.0,50,1.0,7.0,0.0,1,4.0,6.0,1
1924,0,0.0,28,1.0,9.0,8.0,3,1.0,6.0,4
1925,0,1.0,37,1.0,5.0,1.0,2,2.0,6.0,3
1926,1,0.0,19,0.0,2.0,,3,6.0,6.0,4
1927,0,0.0,30,1.0,2.0,,3,5.0,2.0,1
1928,1,1.0,43,0.0,7.0,3.0,3,,6.0,2
1929,1,1.0,73,0.0,7.0,1.0,1,2.0,4.0,4
1930,0,0.0,19,0.0,2.0,0.0,3,,6.0,4
1931,1,1.0,50,1.0,7.0,1.0,1,3.0,6.0,3
1932,1,1.0,51,1.0,,1.0,3,2.0,6.0,4
1933,0,1.0,32,1.0,1.0,4.0,1,2.0,6.0,3
1934,0,0.0,39,1.0,5.0,2.0,3,1.0,6.0,2
